inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
182.87005768508882,181.87005768508882,180.87005768508882,179.87005768508882,179.7842712474619,180.198484809835,175.698484809835,inf,167.21320343559643,166.21320343559643,165.21320343559643,163.71320343559643,161.71320343559643,159.71320343559643,157.21320343559643,154.21320343559643,150.21320343559643,144.21320343559643,137.21320343559643,130.21320343559643,123.21320343559641,116.21320343559641,109.21320343559641,102.21320343559641,95.21320343559641,88.21320343559641,81.21320343559641,74.21320343559641,72.14213562373094,71.14213562373094,67.64213562373094,66.64213562373094,65.64213562373095,64.64213562373095,63.642135623730944,63.84924240491749,62.84924240491749,61.84924240491749,60.84924240491749,59.34924240491749,60.34924240491749,60.970562748477136,59.970562748477136,58.970562748477136,inf,50.89949493661166
inf,inf,inf,179.45584412271572,178.45584412271572,176.95584412271572,174.95584412271572,171.45584412271572,170.71320343559643,170.83452377915606,165.83452377915606,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,67.14213562373094,66.14213562373094,65.14213562373094,64.14213562373094,63.142135623730944,62.142135623730944,61.142135623730944,60.81370849898475,59.81370849898475,58.81370849898475,57.81370849898475,56.81370849898475,57.31370849898475,56.31370849898475,55.31370849898475,54.31370849898475,53.31370849898475,49.89949493661166
182.87005768508882,181.87005768508882,180.87005768508882,179.87005768508882,179.7842712474619,179.198484809835,177.81980515339464,174.45584412271572,inf,inf,inf,inf,81.31370849898475,80.31370849898475,79.31370849898475,78.31370849898475,77.31370849898475,76.31370849898475,75.31370849898475,74.31370849898475,73.31370849898475,72.31370849898475,71.31370849898475,70.31370849898475,69.31370849898475,68.31370849898475,67.31370849898475,66.31370849898475,65.31370849898475,64.31370849898475,63.31370849898475,62.31370849898475,61.31370849898475,60.31370849898475,59.31370849898475,58.31370849898475,57.31370849898475,56.31370849898475,55.31370849898475,54.31370849898475,53.31370849898475,52.31370849898475,51.31370849898475,50.31370849898475,49.31370849898475,48.89949493661166
inf,183.698484809835,182.698484809835,181.87005768508882,181.7842712474619,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,47.89949493661166
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,47.627416997969526,48.627416997969526,50.127416997969526,52.020815280171306,50.020815280171306,48.020815280171306,46.89949493661166
6.414213562373095,5.414213562373095,4.414213562373095,3.414213562373095,2.414213562373095,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,3.914213562373095,5.914213562373095,7.914213562373095,9.914213562373096,12.914213562373096,16.4350288425444,16.985281374238568,18.4350288425444,21.227922061357855,22.67766952966369,23.227922061357855,24.67766952966369,25.227922061357855,26.67766952966369,26.02081528017131,27.02081528017131,28.263455967290597,31.177669529663692,32.7634559672906,33.7634559672906,34.7634559672906,35.7634559672906,36.7634559672906,37.7634559672906,39.21320343559643,41.17766952966369,42.17766952966369,41.50609665440988,43.50609665440988,45.50609665440988,47.50609665440988,49.74873734152917,50.74873734152917,57.520815280171306,55.520815280171306,50.89949493661166,45.89949493661166
6.82842712474619,5.82842712474619,4.82842712474619,3.82842712474619,2.8284271247461903,2.414213562373095,2.0,2.914213562373095,3.5355339059327378,4.535533905932738,6.535533905932738,9.242640687119286,11.15685424949238,11.48528137423857,13.15685424949238,13.48528137423857,16.399494936611667,17.692388155425117,19.192388155425117,19.692388155425117,21.192388155425117,21.692388155425117,23.192388155425117,23.02081528017131,24.02081528017131,26.02081528017131,28.22792206135786,29.263455967290597,30.263455967290597,31.263455967290597,32.2634559672906,33.2634559672906,34.2634559672906,36.2634559672906,37.64213562373095,38.64213562373095,42.14213562373095,43.14213562373095,44.14213562373095,45.14213562373095,46.14213562373095,48.21320343559643,49.55634918610404,50.55634918610404,48.89949493661166,44.89949493661166
7.242640687119285,6.242640687119285,5.242640687119285,4.242640687119286,3.82842712474619,3.414213562373095,3.0,3.414213562373095,4.414213562373095,5.656854249492381,6.656854249492381,7.656854249492381,8.65685424949238,9.65685424949238,10.65685424949238,12.15685424949238,14.15685424949238,15.192388155425117,16.192388155425117,17.192388155425117,18.192388155425117,19.192388155425117,20.192388155425117,21.192388155425117,23.192388155425117,25.399494936611667,26.435028842544405,27.435028842544405,28.435028842544405,29.435028842544405,30.435028842544405,31.435028842544405,33.10660171779821,34.10660171779821,35.10660171779821,36.10660171779821,37.10660171779821,38.10660171779821,39.10660171779821,40.10660171779821,41.14213562373095,43.31370849898476,44.31370849898476,45.31370849898476,45.72792206135785,43.89949493661166
7.65685424949238,6.65685424949238,5.656854249492381,5.242640687119285,4.82842712474619,4.414213562373095,4.0,4.414213562373095,4.82842712474619,5.82842712474619,6.82842712474619,8.071067811865476,9.071067811865476,10.071067811865476,11.071067811865476,12.071067811865476,13.071067811865476,14.071067811865476,15.071067811865476,16.071067811865476,17.071067811865476,18.071067811865476,19.071067811865476,20.571067811865476,22.571067811865476,23.606601717798213,24.606601717798213,25.606601717798213,26.606601717798213,27.606601717798213,28.606601717798213,29.606601717798213,30.606601717798213,31.606601717798213,32.60660171779821,33.60660171779821,34.60660171779821,35.60660171779821,36.60660171779821,37.60660171779821,39.31370849898476,40.31370849898476,41.31370849898476,42.31370849898476,43.31370849898476,42.89949493661166
8.071067811865476,7.0710678118654755,6.65685424949238,6.242640687119285,5.82842712474619,5.414213562373095,5.0,5.414213562373095,5.82842712474619,6.242640687119285,7.242640687119285,8.242640687119284,9.485281374238571,10.485281374238571,11.485281374238571,12.485281374238571,13.485281374238571,14.485281374238571,15.485281374238571,16.48528137423857,17.48528137423857,18.48528137423857,19.48528137423857,20.48528137423857,21.48528137423857,22.48528137423857,23.48528137423857,24.48528137423857,25.48528137423857,26.48528137423857,27.48528137423857,28.48528137423857,29.48528137423857,30.48528137423857,31.48528137423857,32.48528137423857,33.48528137423857,34.48528137423857,35.48528137423857,36.48528137423857,37.48528137423857,38.48528137423857,39.48528137423857,40.48528137423857,41.48528137423857,42.48528137423857
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
